1.5249E-05	351	4.36602E-07	1.1273E-07
1.51406E-05	352	4.10783E-07	1.06064E-07
1.51596E-05	353	4.44139E-07	1.14676E-07
1.51023E-05	354	4.17304E-07	1.07747E-07
1.50942E-05	355	4.00314E-07	1.03361E-07
1.50625E-05	356	4.12005E-07	1.06379E-07
1.53846E-05	357	4.08487E-07	1.05471E-07
1.53894E-05	358	3.18538E-07	8.22462E-08
1.53271E-05	359	4.8135E-07	1.24284E-07
1.52721E-05	360	4.87172E-07	1.25787E-07
1.52443E-05	361	4.0165E-07	1.03706E-07
1.5434E-05	362	4.08777E-07	1.05546E-07
1.53844E-05	363	2.89721E-07	7.48057E-08
1.54171E-05	364	4.35907E-07	1.12551E-07
1.56526E-05	365	5.66225E-07	1.46199E-07
1.57008E-05	366	3.94703E-07	1.01912E-07
1.54141E-05	367	4.08825E-07	1.05558E-07
1.5909E-05	368	4.52297E-07	1.16782E-07
1.56929E-05	369	5.63384E-07	1.45465E-07
1.55567E-05	370	4.22477E-07	1.09083E-07
1.59243E-05	371	3.2232E-07	8.32227E-08
1.56788E-05	372	3.78216E-07	9.76549E-08
1.59158E-05	373	4.2733E-07	1.10336E-07
1.57323E-05	374	4.30929E-07	1.11266E-07
1.56009E-05	375	4.88558E-07	1.26145E-07
1.57863E-05	376	4.19837E-07	1.08401E-07
1.58007E-05	377	2.42791E-07	6.26885E-08
1.56314E-05	378	4.07665E-07	1.05259E-07
1.56346E-05	379	5.42564E-07	1.40089E-07
1.57839E-05	380	4.52803E-07	1.16913E-07
1.55134E-05	381	4.24404E-07	1.09581E-07
1.57774E-05	382	5.20746E-07	1.34456E-07
1.58445E-05	383	3.69947E-07	9.55198E-08
1.57925E-05	384	3.97422E-07	1.02614E-07
1.57904E-05	385	3.41759E-07	8.82419E-08
1.61505E-05	386	3.98833E-07	1.02978E-07
1.58793E-05	387	5.23392E-07	1.35139E-07
1.59779E-05	388	3.63829E-07	9.39403E-08
1.59444E-05	389	4.54867E-07	1.17446E-07
1.59735E-05	390	3.87868E-07	1.00147E-07
1.61398E-05	391	2.22671E-07	5.74933E-08
1.5973E-05	392	2.95332E-07	7.62544E-08
1.61754E-05	393	4.5E-07	1.16189E-07
1.59416E-05	394	4.58589E-07	1.18407E-07
1.57473E-05	395	4.72832E-07	1.22085E-07
1.62182E-05	396	4.04829E-07	1.04526E-07
1.58874E-05	397	3.57938E-07	9.24193E-08
1.59995E-05	398	4.21137E-07	1.08737E-07
1.61089E-05	399	5.03566E-07	1.3002E-07
1.58943E-05	400	3.85573E-07	9.95545E-08
1.64226E-05	401	4.94282E-07	1.27623E-07
1.64429E-05	402	4.79841E-07	1.23894E-07
1.65717E-05	403	4.41031E-07	1.13874E-07
1.62074E-05	404	4.84815E-07	1.25179E-07
1.6521E-05	405	4.63654E-07	1.19715E-07
1.64297E-05	406	4.50403E-07	1.16294E-07
1.65552E-05	407	5.10585E-07	1.31832E-07
1.65974E-05	408	3.87492E-07	1.0005E-07
1.65914E-05	409	3.42596E-07	8.84578E-08
1.63846E-05	410	4.88685E-07	1.26178E-07
1.68002E-05	411	4.08592E-07	1.05498E-07
1.66785E-05	412	3.72127E-07	9.60828E-08
1.65513E-05	413	3.92934E-07	1.01455E-07
1.66072E-05	414	4.71458E-07	1.2173E-07
1.66022E-05	415	4.23201E-07	1.0927E-07
1.66722E-05	416	3.4998E-07	9.03645E-08
1.67681E-05	417	5.02501E-07	1.29745E-07
1.67364E-05	418	3.82662E-07	9.88028E-08
1.6863E-05	419	3.88341E-07	1.00269E-07
1.66444E-05	420	5.82534E-07	1.5041E-07
1.68098E-05	421	3.44373E-07	8.89167E-08
1.68426E-05	422	4.60193E-07	1.18821E-07
1.67677E-05	423	4.38489E-07	1.13217E-07
1.67103E-05	424	5.41937E-07	1.39927E-07
1.70701E-05	425	3.06052E-07	7.90223E-08
1.72259E-05	426	4.67815E-07	1.20789E-07
1.68189E-05	427	4.34854E-07	1.12279E-07
1.68496E-05	428	4.99512E-07	1.28974E-07
1.66812E-05	429	4.04849E-07	1.04532E-07
1.6853E-05	430	4.11673E-07	1.06293E-07
1.68249E-05	431	4.82748E-07	1.24645E-07
1.71328E-05	432	4.2286E-07	1.09182E-07
1.7016E-05	433	3.00237E-07	7.75208E-08
1.7008E-05	434	2.14206E-07	5.53079E-08
1.70829E-05	435	4.19117E-07	1.08215E-07
1.69957E-05	436	3.46713E-07	8.9521E-08
